# z = 2.213, a = 0.311, h = 0.67742, BoxSize = 50.00 Mpc/h, Ngroups_Total = 205608, Nsubhalos_Total = 236230
# Mstar, SFR(median), SFR(16%tile), SFR(84%tile), #(gal)
 8.66667 -0.02112 -0.27606  0.20190     1004
 9.00000  0.42857  0.26372  0.61291      533
 9.33333  0.76425  0.58990  0.93873      420
 9.66667  1.04155  0.87965  1.21586      357
10.00000  1.31237  1.16400  1.46590      251
10.33333  1.55671  1.39274  1.73787      169
10.66667  1.90175  1.74883  2.07604       71
11.00000  1.99117  1.07706  2.25190       31
11.33333  2.34960  1.78088  2.48892        5
11.66667      nan      nan      nan        0
12.00000      nan      nan      nan        0
12.33333      nan      nan      nan        0
