# z = 2.213, a = 0.311, h = 0.67742, BoxSize = 50.00 Mpc/h, Ngroups_Total = 205281, Nsubhalos_Total = 236604
# Mstar, SFR(median), SFR(16%tile), SFR(84%tile), #(gal)
 8.66667 -0.12982 -0.44719  0.11477     1004
 9.00000  0.44080  0.25615  0.60322      481
 9.33333  0.79422  0.62899  0.99817      339
 9.66667  1.05983  0.90307  1.22577      307
10.00000  1.28076  1.15879  1.45486      230
10.33333  1.55145  1.42475  1.72458      157
10.66667  1.86731  1.74837  2.03598       71
11.00000  2.13018  1.96404  2.36379       31
11.33333  2.43600  2.23387  2.48964        7
11.66667  2.65801  2.63003  2.68598        2
12.00000      nan      nan      nan        0
12.33333      nan      nan      nan        0
