# z = 2.213, a = 0.311, h = 0.67742, BoxSize = 50.00 Mpc/h, Ngroups_Total = 205987, Nsubhalos_Total = 236266
# Mstar, BH mass(median), BH mass(16%tile), BH mass(84%tile), #(gal)
 8.66667  4.19541  4.18632  4.20921     1033
 9.00000  4.22662  4.20667  4.24845      473
 9.33333  4.26709  4.23899  4.29686      309
 9.66667  4.31227  4.26768  4.37976      296
10.00000  4.40221  4.35285  4.71405      223
10.33333  4.58018  4.44439  5.21196      168
10.66667  6.14310  4.69495  7.90756       82
11.00000  8.58790  7.36483  8.80782       30
11.33333  9.27546  9.05252  9.35524        3
11.66667      nan      nan      nan        0
12.00000      nan      nan      nan        0
12.33333      nan      nan      nan        0
