# z = 2.213, a = 0.311, h = 0.67742, BoxSize = 50.00 Mpc/h, Ngroups_Total = 204959, Nsubhalos_Total = 235641
# Mstar, BH mass(median), BH mass(16%tile), BH mass(84%tile), #(gal)
 8.66667  5.19034  5.17527  5.23461      997
 9.00000  5.23367  5.18715  5.37194      646
 9.33333  5.30386  5.21318  5.51472      464
 9.66667  5.35306  5.23933  5.68614      396
10.00000  5.54410  5.28860  6.49055      275
10.33333  5.92224  5.40724  7.65362      175
10.66667  6.56763  5.61650  8.30888       79
11.00000  8.38757  5.95568  8.83234       37
11.33333  9.31490  7.14077  9.48331        7
11.66667      nan      nan      nan        0
12.00000      nan      nan      nan        0
12.33333      nan      nan      nan        0
