# z = 1.041, a = 0.490, h = 0.67742, BoxSize = 50.00 Mpc/h, Ngroups_Total = 192413, Nsubhalos_Total = 211390
# Mstar, BH mass(median), BH mass(16%tile), BH mass(84%tile), #(gal)
 8.66667  5.37771  5.25727  6.18600     1783
 9.00000  6.40609  5.80951  6.76548     1726
 9.33333  7.00743  6.56360  7.26802      484
 9.66667  7.39248  7.03278  7.59685      286
10.00000  7.72931  7.35944  7.90561      156
10.33333  8.09856  7.81447  8.35569       72
10.66667  8.47957  8.12128  8.71354       27
11.00000  8.52006  8.45187  8.91576        8
11.33333  8.73315  8.73315  8.73315        1
11.66667      nan      nan      nan        0
12.00000      nan      nan      nan        0
12.33333      nan      nan      nan        0
