# z = 0.106, a = 0.904, h = 0.67742, BoxSize = 50.00 Mpc/h, Ngroups_Total = 173489, Nsubhalos_Total = 177517
# Mstar, BH mass(median), BH mass(16%tile), BH mass(84%tile), #(gal)
 8.66667  5.17131  5.16952  5.17733     6674
 9.00000  5.18150  5.17210  5.23385    12744
 9.33333  5.32617  5.20173  5.68095    13272
 9.66667  5.59472  5.29589  6.27625     5684
10.00000  6.10333  5.52965  7.06753     2541
10.33333  7.06125  6.02500  7.67025     1123
10.66667  7.89380  7.11550  8.17148      419
11.00000  8.35864  8.09256  8.60122      130
11.33333  8.73472  8.39074  8.93122       60
11.66667  9.18462  8.98253  9.32616       16
12.00000  9.40646  9.26200  9.56523       10
12.33333      nan      nan      nan        0
