# z = 0.106, a = 0.904, h = 0.67742, BoxSize = 50.00 Mpc/h, Ngroups_Total = 162469, Nsubhalos_Total = 172237
 8.66667 -1.96376     1457
 9.00000 -2.04335     1213
 9.33333 -2.17442      897
 9.66667 -2.30636      662
10.00000 -2.46446      460
10.33333 -2.58191      351
10.66667 -2.78677      219
11.00000 -2.99368      136
11.33333 -3.31430       65
11.66667 -3.44597       48
12.00000 -3.95112       15
12.33333 -4.22413        8
