# z = 0.106, a = 0.904, h = 0.67742, BoxSize = 50.00 Mpc/h, Ngroups_Total = 162216, Nsubhalos_Total = 172024
 8.66667 -1.96855     1441
 9.00000 -2.03979     1223
 9.33333 -2.09824     1069
 9.66667 -2.23735      776
10.00000 -2.39805      536
10.33333 -2.58564      348
10.66667 -2.83718      195
11.00000 -3.09379      108
11.33333 -3.44597       48
11.66667 -3.71224       26
12.00000 -4.28212        7
12.33333     -inf        0
