# z = 0.106, a = 0.904, h = 0.67742, BoxSize = 50.00 Mpc/h, Ngroups_Total = 146752, Nsubhalos_Total = 166451
 8.66667 -1.06686    11491
 9.00000 -0.92936    15771
 9.33333 -0.99282    13627
 9.66667 -1.26652     7256
10.00000 -1.58701     3469
10.33333 -2.00434     1327
10.66667 -2.51869      406
11.00000 -3.00664      132
11.33333 -3.41121       52
11.66667 -3.78479       22
12.00000 -4.22413        8
12.33333 -4.65009        3
