# z = 1.041, a = 0.490, h = 0.67742, BoxSize = 50.00 Mpc/h, Ngroups_Total = 184448, Nsubhalos_Total = 207815
 8.66667 -1.97769     1411
 9.00000 -2.21446      818
 9.33333 -2.33412      621
 9.66667 -2.44870      477
10.00000 -2.48081      443
10.33333 -2.62207      320
10.66667 -2.86004      185
11.00000 -3.14494       96
11.33333 -3.53615       39
11.66667 -3.92310       16
12.00000 -4.65009        3
12.33333     -inf        0
