# z = 0.106, a = 0.904, h = 0.67742, BoxSize = 25.00 Mpc/h, Ngroups_Total = 162671, Nsubhalos_Total = 134965
 8.66667 -1.91237      205
 9.00000 -1.98860      172
 9.33333 -2.11018      130
 9.66667 -2.00402      166
10.00000 -2.21129      103
10.33333 -2.42479       63
10.66667 -2.80915       26
11.00000 -3.32104        8
11.33333 -3.37903        7
11.66667 -3.92310        2
12.00000     -inf        0
12.33333     -inf        0
