# z = 1.041, a = 0.490, h = 0.67742, BoxSize = 50.00 Mpc/h, Ngroups_Total = 172487, Nsubhalos_Total = 203885
 8.66667 -0.89242    17171
 9.00000 -0.84281    19249
 9.33333 -1.08975    10901
 9.66667 -1.38253     5555
10.00000 -1.68568     2764
10.33333 -2.08860     1093
10.66667 -2.64434      304
11.00000 -3.18273       88
11.33333 -3.76549       23
11.66667 -4.52516        4
12.00000 -5.12722        1
12.33333     -inf        0
