# z = 5.896, a = 0.145, h = 0.67742, BoxSize = 50.00 Mpc/h, Ngroups_Total = 149165, Nsubhalos_Total = 163735
 8.66667 -3.53615       39
 9.00000 -3.72928       25
 9.33333 -4.01327       13
 9.66667 -4.52516        4
10.00000 -4.82619        2
10.33333     -inf        0
10.66667     -inf        0
11.00000     -inf        0
11.33333     -inf        0
11.66667     -inf        0
12.00000     -inf        0
12.33333     -inf        0
