# z = 1.041, a = 0.490, h = 0.67742, BoxSize = 50.00 Mpc/h, Ngroups_Total = 187626, Nsubhalos_Total = 208579
 8.66667 -1.98671     1382
 9.00000 -2.16770      911
 9.33333 -2.22413      800
 9.66667 -2.36006      585
10.00000 -2.42135      508
10.33333 -2.56971      361
10.66667 -2.84618      191
11.00000 -3.17783       89
11.33333 -3.80500       21
11.66667 -4.65009        3
12.00000     -inf        0
12.33333     -inf        0
