# z = 2.213, a = 0.311, h = 0.67742, BoxSize = 50.00 Mpc/h, Ngroups_Total = 204959, Nsubhalos_Total = 235641
 8.66667 -2.10109     1062
 9.00000 -2.29791      675
 9.33333 -2.43086      497
 9.66667 -2.50708      417
10.00000 -2.67543      283
10.33333 -2.86954      181
10.66667 -3.22413       80
11.00000 -3.55901       37
11.33333 -4.28212        7
11.66667     -inf        0
12.00000     -inf        0
12.33333     -inf        0
